quiz_title,quiz_moduleid,userid,rawgrade,rawgrademax,finalgrade,timemodified
Informed Consent Form,21839,4475,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4509,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4518,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4531,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4557,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4588,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4594,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4684,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4701,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4706,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4721,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4773,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4788,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4794,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4814,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4894,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4899,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4900,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4920,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4927,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4953,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4965,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,4997,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,5082,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,5091,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,5287,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,5289,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,5299,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,13997,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14040,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14047,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14097,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14126,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14140,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14191,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14236,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14289,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14322,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14374,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14402,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14421,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14434,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14460,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14486,1.00000,1.00000,1.00000,1777618863
Informed Consent Form,21839,14503,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14515,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14572,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14583,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14589,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14641,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14677,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14694,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14700,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14779,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14842,1.00000,1.00000,1.00000,1764907162
Informed Consent Form,21839,14865,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14930,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14980,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14981,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,14987,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,15283,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19735,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19806,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19807,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19808,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19809,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19810,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19811,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19812,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19813,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19814,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19815,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19816,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19817,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19818,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19819,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19820,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19821,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19822,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19823,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19824,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19825,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19826,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19827,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19828,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19829,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19830,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19831,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19832,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19833,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19834,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19835,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19836,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19837,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19838,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19839,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19840,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19841,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19842,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19843,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19844,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19845,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19846,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19847,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19848,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19849,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19850,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19851,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19852,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19853,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19854,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19855,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19856,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19857,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19858,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19859,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19860,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19861,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19862,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19863,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19864,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19865,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19866,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19867,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19868,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19869,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19870,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19871,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19872,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19873,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19874,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19875,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19876,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19877,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19878,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19879,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19880,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19881,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19882,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19883,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19884,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19885,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19886,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19887,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19888,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19889,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19890,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19891,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19892,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19893,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19894,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19895,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19896,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19897,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19898,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19899,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19900,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19901,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19902,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19903,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19904,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19905,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19906,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19907,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19908,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19909,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19910,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19911,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19912,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19913,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19914,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19915,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19916,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19917,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19918,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19919,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19920,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19921,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19922,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19923,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19924,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19925,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19926,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19927,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19928,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19929,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19930,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19931,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19932,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19933,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19934,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19935,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19936,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19937,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19938,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19939,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19940,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19941,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19942,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19943,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19944,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19945,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19946,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19947,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19948,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19949,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19950,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19951,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19952,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19953,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19954,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19955,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19956,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19957,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19958,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19959,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19960,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19961,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19962,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19963,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19964,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19965,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19966,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19967,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19968,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19969,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19970,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19971,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19972,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19973,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19974,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19975,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19976,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19977,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19978,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19979,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19980,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19981,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19982,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19983,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19984,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19985,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19986,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19987,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19988,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19989,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19990,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19991,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19992,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19993,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19994,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19995,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19996,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19997,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19998,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,19999,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20000,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20001,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20002,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20003,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20004,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20005,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20006,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20007,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20008,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20009,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20010,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20011,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20012,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20013,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20014,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20015,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20016,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20017,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20018,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20019,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20020,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20021,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20022,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20023,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20024,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20025,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20026,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20027,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20028,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20029,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
Informed Consent Form,21839,20030,$@NULL@$,1.00000,$@NULL@$,$@NULL@$
