quiz_title,quiz_moduleid,attempt_id,userid,attemptnum,attempt_state,timestart,timefinish,sumgrades,slot,questionid,variant,behaviour,maxmark,minfraction,maxfraction,questionsummary,rightanswer,responsesummary,final_state,final_fraction,n_steps,first_step_time,last_step_time
Tutorial 13 - Fourier Series,8808,202796,4415,2,finished,1688823973,1688823995,0.00000,6,76478,41,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ x+1 , 3 , -\frac{4\,\cos \left( \pi\,x \right)}{3\,\pi^2}-\frac{12\,\cos \left( \frac{\pi\,x}{3} \right)}{\pi^2}+\frac{5}{2} \right]}\)","Seed: 187715642; ans1: sum(a[n]*cos((%pi*n*x)/3),n,1,inf)+a_0 [score]; ans2: (integrate(x+1,x,0,3))/3 [score]; ans3: 5/2 [score]; ans4: (2*integrate((x+1)*cos((%pi*n*x)/3),x,0,3))/3 [score]; ans5: (8*%pi*n*sin(%pi*n)+6*cos(%pi*n)-6)/(%pi^2*n^2) [score]; ans6: (2*integrate((x+1)*sin((%pi*n*x)/3),x,0,3))/3 [score]; ans7: 0 [score]; ans8: -((4*cos(%pi*x))/(3*%pi^2))-(12*cos((%pi*x)/3))/%pi^2+5/2 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 187715642; prt1: !,gaveup,$@NULL@$,2,1688823973,1688823995
Tutorial 13 - Fourier Series,8808,202797,5103,3,finished,1688824144,1689973140,0.00000,1,76475,55,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ 19\,\sin \left( \frac{7\,\theta}{3} \right) , 0 , -\frac{19\,3^{\frac{7}{2}}\,\sin \left( 3\,\theta \right)}{64\,\pi}-\frac{1197\,\cos \left( 3\,\theta \right)}{64\,\pi}+\frac{19\,3^{\frac{5}{2}}\,\sin \left( 2\,\theta \right)}{13\,\pi}+\frac{1197\,\cos \left( 2\,\theta \right)}{26\,\pi}+\frac{19\,3^{\frac{5}{2}}\,\sin \left( \theta \right)}{80\,\pi}+\frac{1197\,\cos \left( \theta \right)}{80\,\pi}+\frac{171}{28\,\pi} \right]}\)","Seed: 924067909; ans1: sum(b[n]*sin(n*theta)+a[n]*cos(n*theta),n,1,inf)+a_0 [score]; ans2: (19*integrate(sin((7*theta)/3),theta,0,2*%pi))/(2*%pi) [score]; ans3: 171/(28*%pi) [score]; ans4: (19*integrate(sin((7*theta)/3)*cos(n*theta),theta,0,2*%pi))/%pi [score]; ans5: -(((171*n-399)*cos((6*%pi*n+14*%pi)/3)+(-(171*n)-399)*cos((6*%pi*n-14*%pi)/3)+798)/(18*%pi*n^2-98*%pi)) [score]; ans6: (19*integrate(sin((7*theta)/3)*sin(n*theta),theta,0,2*%pi))/%pi [score]; ans7: -(((171*n-399)*sin((6*%pi*n+14*%pi)/3)+(-(171*n)-399)*sin((6*%pi*n-14*%pi)/3))/(18*%pi*n^2-98*%pi)) [score]; ans8: -((19*3^(7/2)*sin(3*theta))/(64*%pi))-(1197*cos(3*theta))/(64*%pi)+(19*3^(5/2)*sin(2*theta))/(13*%pi)+(1197*cos(2*theta))/(26*%pi)+(19*3^(5/2)*sin(theta))/(80*%pi)+(1197*cos(theta))/(80*%pi)+171/(28*%pi) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 924067909; prt1: !,gaveup,$@NULL@$,2,1688824144,1689973203
Tutorial 13 - Fourier Series,8808,202797,5103,3,finished,1688824144,1689973140,0.00000,2,76476,20,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ \frac{12\,x}{25} , -\frac{\pi}{2} , -\frac{8\,\sin \left( 3\,x \right)}{75\,\pi}+\frac{6\,\sin \left( 2\,x \right)}{25}+\frac{24\,\sin \left( x \right)}{25\,\pi} \right]}\)","Seed: 951049410; ans1: sum(b[n]*sin(n*x)+a[n]*cos(n*x),n,1,inf)+a_0 [score]; ans2: (6*integrate(x,x,-(%pi/2),%pi/2))/(25*%pi) [score]; ans3: 0 [score]; ans4: (12*integrate(x*cos(n*x),x,-(%pi/2),%pi/2))/(25*%pi) [score]; ans5: 0 [score]; ans6: (12*integrate(x*sin(n*x),x,-(%pi/2),%pi/2))/(25*%pi) [score]; ans7: (24*sin((%pi*n)/2)-12*%pi*n*cos((%pi*n)/2))/(25*%pi*n^2) [score]; ans8: -((8*sin(3*x))/(75*%pi))+(6*sin(2*x))/25+(24*sin(x))/(25*%pi) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 951049410; prt1: !,gaveup,$@NULL@$,2,1688824144,1689973203
Tutorial 13 - Fourier Series,8808,202797,5103,3,finished,1688824144,1689973140,0.00000,3,76477,13,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ \frac{5}{8} , 5 , \frac{5\,\sin \left( \pi\,n \right)}{8\,\pi\,n} , -\frac{5\,\cos \left( \pi\,n \right)-5}{8\,\pi\,n} , \frac{5\,\sin \left( \frac{3\,\pi\,t}{5} \right)}{12\,\pi}+\frac{5\,\sin \left( \frac{\pi\,t}{5} \right)}{4\,\pi}+\frac{5}{16} \right]}\)","Seed: 1925742138; ans1: sum(b[n]*sin((%pi*n*t)/5)+a[n]*cos((%pi*n*t)/5),n,1,inf)+a_0 [score]; ans2: 5/16 [score]; ans3: 5/16 [score]; ans4: (integrate(cos((%pi*n*t)/5),t,0,5))/8 [score]; ans5: (5*sin(%pi*n))/(8*%pi*n) [score]; ans6: (integrate(sin((%pi*n*t)/5),t,0,5))/8 [score]; ans7: -((5*cos(%pi*n)-5)/(8*%pi*n)) [score]; ans8: (5*sin((3*%pi*t)/5))/(12*%pi)+(5*sin((%pi*t)/5))/(4*%pi)+5/16 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 1925742138; prt1: !,gaveup,$@NULL@$,2,1688824144,1689973203
Tutorial 13 - Fourier Series,8808,202797,5103,3,finished,1688824144,1689973140,0.00000,4,101365,59,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ 3 , -1 , 4 , 4 , 10 \right]}\)","Seed: 1960753146; ans1: sum(b[n]*sin(n*theta)+a[n]*cos(n*theta),n,1,inf)+a_0 [score]; ans2: 348.1396 [score]; ans3: 2.9865 [score]; ans4: -18.2258 [score]; ans5: -50.4962 [score]; ans6: -193.5662 [score]; ans7: -76.7696 [score]; ans8: -44.1534 [score]; ans9: 34.814 [score]; ans10: 0.5973 [score]; ans11: -3.6452 [score]; ans12: -10.0992 [score]; ans13: -38.7132 [score]; ans14: -15.3539 [score]; ans15: -8.8307 [score]; ans16: -(8.8307*sin(3*theta))-10.0992*cos(3*theta)-15.3539*sin(2*theta)-3.6452*cos(2*theta)-38.7132*sin(theta)+0.5973*cos(theta)+34.814 [score]; prt1: # = 1 | prt1-9-T | prt1-10-T | prt1-11-T | prt1-12-T | prt1-13-T | prt1-14-T | prt1-15-T | prt1-16-T | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-T | prt1-5-T | prt1-6-T | prt1-7-T | prt1-8-T",Seed: 1960753146; prt1: !,gaveup,$@NULL@$,2,1688824144,1689973203
Tutorial 13 - Fourier Series,8808,202797,5103,3,finished,1688824144,1689973140,0.00000,5,100397,47,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\left[ 8 , 1 , 8.0 \right]}\)","Seed: 1287410143; ans1: sum(b[n]*sin(n*x)+a[n]*cos(n*x),n,1,inf)+a_0 [score]; ans2: (16.0*integrate(x/%pi-2,x,(3*%pi)/2,2*%pi)+16.0*integrate(1-x/%pi,x,%pi/2,(3*%pi)/2)+(16.0*integrate(x,x,0,%pi/2))/%pi)/(2*%pi) [score]; ans3: 0 [score]; ans4: (16.0*integrate((x/%pi-2)*cos(n*x),x,(3*%pi)/2,2*%pi)+16.0*integrate((1-x/%pi)*cos(n*x),x,%pi/2,(3*%pi)/2)+(16.0*integrate(x*cos(n*x),x,0,%pi/2))/%pi)/%pi [score]; ans5: (16*cos(2*%pi*n)-32*cos((3*%pi*n)/2)+32*cos((%pi*n)/2)-16)/(%pi^2*n^2) [score]; ans6: (16.0*integrate((x/%pi-2)*sin(n*x),x,(3*%pi)/2,2*%pi)+16.0*integrate((1-x/%pi)*sin(n*x),x,%pi/2,(3*%pi)/2)+(16.0*integrate(x*sin(n*x),x,0,%pi/2))/%pi)/%pi [score]; ans7: (16*sin(2*%pi*n)-32*sin((3*%pi*n)/2)+32*sin((%pi*n)/2))/(%pi^2*n^2) [score]; ans8: (64*sin(x))/%pi^2-(64*sin(3*x))/(9*%pi^2) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 1287410143; prt1: !,gaveup,$@NULL@$,2,1688824144,1689973203
Tutorial 13 - Fourier Series,8808,202797,5103,3,finished,1688824144,1689973140,0.00000,6,101358,19,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ \frac{5\,x}{2} , 3 , \frac{5\,\sin \left( \pi\,x \right)}{\pi}-\frac{15\,\sin \left( \frac{2\,\pi\,x}{3} \right)}{2\,\pi}+\frac{15\,\sin \left( \frac{\pi\,x}{3} \right)}{\pi} \right]}\)","Seed: 271357478; ans1: sum(b[n]*sin((%pi*n*x)/3),n,1,inf) [score]; ans2: (5*integrate(x,x,0,3))/6 [score]; ans3: 0 [score]; ans4: (5*integrate(x*cos((%pi*n*x)/3),x,0,3))/3 [score]; ans5: 0 [score]; ans6: (5*integrate(x*sin((%pi*n*x)/3),x,0,3))/3 [score]; ans7: (15*sin(%pi*n)-15*%pi*n*cos(%pi*n))/(%pi^2*n^2) [score]; ans8: (5*sin(%pi*x))/%pi-(15*sin((2*%pi*x)/3))/(2*%pi)+(15*sin((%pi*x)/3))/%pi [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 271357478; prt1: !,gaveup,$@NULL@$,2,1688824144,1689973203
Tutorial 13 - Fourier Series,8808,202798,4308,5,finished,1688824608,1688824930,0.00000,1,76475,27,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ 17\,\cos \left( \frac{\theta}{2} \right) , 0 , \frac{408\,\sin \left( 3\,\theta \right)}{35\,\pi}+\frac{272\,\sin \left( 2\,\theta \right)}{15\,\pi}+\frac{136\,\sin \left( \theta \right)}{3\,\pi} \right]}\)","Seed: 1423291587; ans1: sum(b[n]*sin(n*theta)+a[n]*cos(n*theta),n,1,inf)+a_0 [score]; ans2: (17*integrate(cos(theta/2),theta,0,2*%pi))/(2*%pi) [score]; ans3: 0 [score]; ans4: (17*integrate(cos(theta/2)*cos(n*theta),theta,0,2*%pi))/%pi [score]; ans5: -((68*n*sin(2*%pi*n))/(4*%pi*n^2-%pi)) [score]; ans6: (17*integrate(cos(theta/2)*sin(n*theta),theta,0,2*%pi))/%pi [score]; ans7: (68*n*cos(2*%pi*n)+68*n)/(4*%pi*n^2-%pi) [score]; ans8: (408*sin(3*theta))/(35*%pi)+(272*sin(2*theta))/(15*%pi)+(136*sin(theta))/(3*%pi) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 1423291587; prt1: !,gaveup,$@NULL@$,2,1688824608,1688824930
Tutorial 13 - Fourier Series,8808,202798,4308,5,finished,1688824608,1688824930,0.00000,2,76476,62,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ \frac{5\,x}{9} , -\pi , \frac{5\,\sin \left( 3\,x \right)}{27}+\frac{10\,\cos \left( 3\,x \right)}{81\,\pi}-\frac{5\,\sin \left( 2\,x \right)}{18}+\frac{5\,\sin \left( x \right)}{9}+\frac{10\,\cos \left( x \right)}{9\,\pi}-\frac{5\,\pi}{36} \right]}\)","Seed: 358980604; ans1: sum(b[n]*sin(n*x)+a[n]*cos(n*x),n,1,inf)+a_0 [score]; ans2: (5*integrate(x,x,-%pi,0))/(18*%pi) [score]; ans3: -((5*%pi)/36) [score]; ans4: (5*integrate(x*cos(n*x),x,-%pi,0))/(9*%pi) [score]; ans5: -((5*%pi*n*sin(%pi*n)+5*cos(%pi*n)-5)/(9*%pi*n^2)) [score]; ans6: (5*integrate(x*sin(n*x),x,-%pi,0))/(9*%pi) [score]; ans7: (5*sin(%pi*n)-5*%pi*n*cos(%pi*n))/(9*%pi*n^2) [score]; ans8: (5*sin(3*x))/27+(10*cos(3*x))/(81*%pi)-(5*sin(2*x))/18+(5*sin(x))/9+(10*cos(x))/(9*%pi)-(5*%pi)/36 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 358980604; prt1: !,gaveup,$@NULL@$,2,1688824608,1688824930
Tutorial 13 - Fourier Series,8808,202798,4308,5,finished,1688824608,1688824930,0.00000,3,76477,26,dfexplicitvaildate,16.0000000,0.0000000,1.0000000,"\({\left[ \frac{5}{6} , 4 , \frac{5\,\sin \left( \pi\,n \right)}{6\,\pi\,n} , -\frac{5\,\cos \left( \pi\,n \right)-5}{6\,\pi\,n} , \frac{5\,\sin \left( \frac{3\,\pi\,t}{4} \right)}{9\,\pi}+\frac{5\,\sin \left( \frac{\pi\,t}{4} \right)}{3\,\pi}+\frac{5}{12} \right]}\)","Seed: 402051667; ans1: sum(b[n]*sin((%pi*n*t)/4)+a[n]*cos((%pi*n*t)/4),n,1,inf)+a_0 [score]; ans2: 5/12 [score]; ans3: 5/12 [score]; ans4: (5*integrate(cos((%pi*n*t)/4),t,0,4))/24 [score]; ans5: (5*sin(%pi*n))/(6*%pi*n) [score]; ans6: (5*integrate(sin((%pi*n*t)/4),t,0,4))/24 [score]; ans7: -((5*cos(%pi*n)-5)/(6*%pi*n)) [score]; ans8: (5*sin((3*%pi*t)/4))/(9*%pi)+(5*sin((%pi*t)/4))/(3*%pi)+5/12 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 402051667; prt1: !,gaveup,$@NULL@$,2,1688824608,1688824930
