quiz_title,quiz_moduleid,attempt_id,userid,attemptnum,attempt_state,timestart,timefinish,sumgrades,slot,questionid,variant,behaviour,maxmark,minfraction,maxfraction,questionsummary,rightanswer,responsesummary,final_state,final_fraction,n_steps,first_step_time,last_step_time
Tutorial 13A - Fourier Series,13494,298593,14831,1,finished,1718950730,1718950741,0.00000,2,150285,20,dfexplicitvaildate,35.0000000,0.0000000,1.0000000,"\({\left[ 17\,\cos \left( \frac{3\,\theta}{4} \right) , 0 , \frac{272\,\sin \left( 3\,\theta \right)}{45\,\pi}+\frac{68\,\cos \left( 3\,\theta \right)}{45\,\pi}+\frac{544\,\sin \left( 2\,\theta \right)}{55\,\pi}+\frac{204\,\cos \left( 2\,\theta \right)}{55\,\pi}+\frac{272\,\sin \left( \theta \right)}{7\,\pi}+\frac{204\,\cos \left( \theta \right)}{7\,\pi}-\frac{34}{3\,\pi} \right]}\)","Seed: 402051667; ans1: sum(b[n]*sin(n*theta)+a[n]*cos(n*theta),n,1,inf)+a_0 [score]; ans2: (17*integrate(cos((3*theta)/4),theta,0,2*%pi))/(2*%pi) [score]; ans3: -(34/(3*%pi)) [score]; ans4: (17*integrate(cos((3*theta)/4)*cos(n*theta),theta,0,2*%pi))/%pi [score]; ans5: ((136*n-102)*sin((4*%pi*n+3*%pi)/2)+(136*n+102)*sin((4*%pi*n-3*%pi)/2))/(16*%pi*n^2-9*%pi) [score]; ans6: (17*integrate(cos((3*theta)/4)*sin(n*theta),theta,0,2*%pi))/%pi [score]; ans7: -(((136*n-102)*cos((4*%pi*n+3*%pi)/2)+(136*n+102)*cos((4*%pi*n-3*%pi)/2)-272*n)/(16*%pi*n^2-9*%pi)) [score]; ans8: (272*sin(3*theta))/(45*%pi)+(68*cos(3*theta))/(45*%pi)+(544*sin(2*theta))/(55*%pi)+(204*cos(2*theta))/(55*%pi)+(272*sin(theta))/(7*%pi)+(204*cos(theta))/(7*%pi)-34/(3*%pi) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 402051667; prt1: !,gaveup,$@NULL@$,2,1718950730,1718950741
Tutorial 13A - Fourier Series,13494,298593,14831,1,finished,1718950730,1718950741,0.00000,3,150283,62,dfexplicitvaildate,35.0000000,0.0000000,1.0000000,"\({\left[ \frac{5\,x}{9} , -\pi , \frac{5\,\sin \left( 3\,x \right)}{27}+\frac{10\,\cos \left( 3\,x \right)}{81\,\pi}-\frac{5\,\sin \left( 2\,x \right)}{18}+\frac{5\,\sin \left( x \right)}{9}+\frac{10\,\cos \left( x \right)}{9\,\pi}-\frac{5\,\pi}{36} \right]}\)","Seed: 358980604; ans1: sum(b[n]*sin(n*x)+a[n]*cos(n*x),n,1,inf)+a_0 [score]; ans2: (5*integrate(x,x,-%pi,0))/(18*%pi) [score]; ans3: -((5*%pi)/36) [score]; ans4: (5*integrate(x*cos(n*x),x,-%pi,0))/(9*%pi) [score]; ans5: -((5*%pi*n*sin(%pi*n)+5*cos(%pi*n)-5)/(9*%pi*n^2)) [score]; ans6: (5*integrate(x*sin(n*x),x,-%pi,0))/(9*%pi) [score]; ans7: (5*sin(%pi*n)-5*%pi*n*cos(%pi*n))/(9*%pi*n^2) [score]; ans8: (5*sin(3*x))/27+(10*cos(3*x))/(81*%pi)-(5*sin(2*x))/18+(5*sin(x))/9+(10*cos(x))/(9*%pi)-(5*%pi)/36 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 358980604; prt1: !,gaveup,$@NULL@$,2,1718950730,1718950741
Tutorial 13A - Fourier Series,13494,298602,14070,1,finished,1718952409,1718952429,0.00000,1,150284,50,dfexplicitvaildate,30.0000000,0.0000000,1.0000000,"\({\left[ 1 , 7 , \frac{\sin \left( \pi\,n \right)}{\pi\,n} , -\frac{\cos \left( \pi\,n \right)-1}{\pi\,n} , \frac{2\,\sin \left( \frac{3\,\pi\,t}{7} \right)}{3\,\pi}+\frac{2\,\sin \left( \frac{\pi\,t}{7} \right)}{\pi}+\frac{1}{2} \right]}\)","Seed: 1995821353; ans1: sum(b[n]*sin((%pi*n*t)/7)+a[n]*cos((%pi*n*t)/7),n,1,inf)+a_0 [score]; ans2: 1/2 [score]; ans3: 1/2 [score]; ans4: (integrate(cos((%pi*n*t)/7),t,0,7))/7 [score]; ans5: sin(%pi*n)/(%pi*n) [score]; ans6: (integrate(sin((%pi*n*t)/7),t,0,7))/7 [score]; ans7: -((cos(%pi*n)-1)/(%pi*n)) [score]; ans8: (2*sin((3*%pi*t)/7))/(3*%pi)+(2*sin((%pi*t)/7))/%pi+1/2 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 1995821353; prt1: !,gaveup,$@NULL@$,2,1718952409,1718952429
Tutorial 13A - Fourier Series,13494,298602,14070,1,finished,1718952409,1718952429,0.00000,2,150285,2,dfexplicitvaildate,35.0000000,0.0000000,1.0000000,"\({\left[ 18\,\cos \left( \frac{8\,\theta}{3} \right) , 0 , \frac{729\,\sin \left( 3\,\theta \right)}{17\,\pi}+\frac{8\,3^{\frac{7}{2}}\,\cos \left( 3\,\theta \right)}{17\,\pi}-\frac{243\,\sin \left( 2\,\theta \right)}{14\,\pi}-\frac{2\,3^{\frac{7}{2}}\,\cos \left( 2\,\theta \right)}{7\,\pi}-\frac{243\,\sin \left( \theta \right)}{55\,\pi}-\frac{8\,3^{\frac{7}{2}}\,\cos \left( \theta \right)}{55\,\pi}-\frac{3^{\frac{7}{2}}}{16\,\pi} \right]}\)","Seed: 352244405; ans1: sum(b[n]*sin(n*theta)+a[n]*cos(n*theta),n,1,inf)+a_0 [score]; ans2: (9*integrate(cos((8*theta)/3),theta,0,2*%pi))/%pi [score]; ans3: -(3^(7/2)/(16*%pi)) [score]; ans4: (18*integrate(cos((8*theta)/3)*cos(n*theta),theta,0,2*%pi))/%pi [score]; ans5: ((81*n-216)*sin((6*%pi*n+16*%pi)/3)+(81*n+216)*sin((6*%pi*n-16*%pi)/3))/(9*%pi*n^2-64*%pi) [score]; ans6: (18*integrate(cos((8*theta)/3)*sin(n*theta),theta,0,2*%pi))/%pi [score]; ans7: -(((81*n-216)*cos((6*%pi*n+16*%pi)/3)+(81*n+216)*cos((6*%pi*n-16*%pi)/3)-162*n)/(9*%pi*n^2-64*%pi)) [score]; ans8: (729*sin(3*theta))/(17*%pi)+(8*3^(7/2)*cos(3*theta))/(17*%pi)-(243*sin(2*theta))/(14*%pi)-(2*3^(7/2)*cos(2*theta))/(7*%pi)-(243*sin(theta))/(55*%pi)-(8*3^(7/2)*cos(theta))/(55*%pi)-3^(7/2)/(16*%pi) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 352244405; prt1: !,gaveup,$@NULL@$,2,1718952409,1718952429
Tutorial 13A - Fourier Series,13494,298602,14070,1,finished,1718952409,1718952429,0.00000,3,150283,44,dfexplicitvaildate,35.0000000,0.0000000,1.0000000,"\({\left[ \frac{x}{2} , -\frac{\pi}{2} , -\frac{\sin \left( 3\,x \right)}{9\,\pi}+\frac{\sin \left( 2\,x \right)}{4}+\frac{\sin \left( x \right)}{\pi} \right]}\)","Seed: 567851697; ans1: sum(b[n]*sin(n*x)+a[n]*cos(n*x),n,1,inf)+a_0 [score]; ans2: (integrate(x,x,-(%pi/2),%pi/2))/(4*%pi) [score]; ans3: 0 [score]; ans4: (integrate(x*cos(n*x),x,-(%pi/2),%pi/2))/(2*%pi) [score]; ans5: 0 [score]; ans6: (integrate(x*sin(n*x),x,-(%pi/2),%pi/2))/(2*%pi) [score]; ans7: (2*sin((%pi*n)/2)-%pi*n*cos((%pi*n)/2))/(2*%pi*n^2) [score]; ans8: -(sin(3*x)/(9*%pi))+sin(2*x)/4+sin(x)/%pi [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 567851697; prt1: !,gaveup,$@NULL@$,2,1718952409,1718952429
Tutorial 13A - Fourier Series,13494,298603,14070,2,finished,1718952458,1718959277,0.00000,1,150284,49,dfexplicitvaildate,30.0000000,0.0000000,1.0000000,"\({\left[ \frac{1}{3} , 2 , \frac{\sin \left( \pi\,n \right)}{3\,\pi\,n} , -\frac{\cos \left( \pi\,n \right)-1}{3\,\pi\,n} , \frac{2\,\sin \left( \frac{3\,\pi\,t}{2} \right)}{9\,\pi}+\frac{2\,\sin \left( \frac{\pi\,t}{2} \right)}{3\,\pi}+\frac{1}{6} \right]}\)","Seed: 187715642; ans1: sum(b[n]*sin((%pi*n*t)/2)+a[n]*cos((%pi*n*t)/2),n,1,inf)+a_0 [score]; ans2: 1/6 [score]; ans3: 1/6 [score]; ans4: (integrate(cos((%pi*n*t)/2),t,0,2))/6 [score]; ans5: sin(%pi*n)/(3*%pi*n) [score]; ans6: (integrate(sin((%pi*n*t)/2),t,0,2))/6 [score]; ans7: -((cos(%pi*n)-1)/(3*%pi*n)) [score]; ans8: (2*sin((3*%pi*t)/2))/(9*%pi)+(2*sin((%pi*t)/2))/(3*%pi)+1/6 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 187715642; prt1: !,gaveup,$@NULL@$,2,1718952458,1718959277
Tutorial 13A - Fourier Series,13494,298603,14070,2,finished,1718952458,1718959277,0.00000,2,150285,18,dfexplicitvaildate,35.0000000,0.0000000,1.0000000,"\({\left[ 7\,\sin \left( \frac{2\,\theta}{3} \right) , -\pi , \frac{3^{\frac{7}{2}}\,\sin \left( 3\,\theta \right)}{11\,\pi}-\frac{7\,3^{\frac{5}{2}}\,\sin \left( 2\,\theta \right)}{16\,\pi}+\frac{7\,3^{\frac{5}{2}}\,\sin \left( \theta \right)}{5\,\pi} \right]}\)","Seed: 65632784; ans1: sum(b[n]*sin(n*theta)+a[n]*cos(n*theta),n,1,inf)+a_0 [score]; ans2: (7*integrate(sin((2*theta)/3),theta,-%pi,%pi))/(2*%pi) [score]; ans3: 0 [score]; ans4: (7*integrate(sin((2*theta)/3)*cos(n*theta),theta,-%pi,%pi))/%pi [score]; ans5: 0 [score]; ans6: (7*integrate(sin((2*theta)/3)*sin(n*theta),theta,-%pi,%pi))/%pi [score]; ans7: -(((63*n-42)*sin((3*%pi*n+2*%pi)/3)+(-(63*n)-42)*sin((3*%pi*n-2*%pi)/3))/(9*%pi*n^2-4*%pi)) [score]; ans8: (3^(7/2)*sin(3*theta))/(11*%pi)-(7*3^(5/2)*sin(2*theta))/(16*%pi)+(7*3^(5/2)*sin(theta))/(5*%pi) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 65632784; prt1: !,gaveup,$@NULL@$,2,1718952458,1718959277
Tutorial 13A - Fourier Series,13494,298603,14070,2,finished,1718952458,1718959277,0.00000,3,150283,25,dfexplicitvaildate,35.0000000,0.0000000,1.0000000,"\({\left[ \frac{18\,x}{7} , -\pi , \frac{6\,\sin \left( 3\,x \right)}{7}+\frac{4\,\cos \left( 3\,x \right)}{7\,\pi}-\frac{9\,\sin \left( 2\,x \right)}{7}+\frac{18\,\sin \left( x \right)}{7}+\frac{36\,\cos \left( x \right)}{7\,\pi}-\frac{9\,\pi}{14} \right]}\)","Seed: 1730263912; ans1: sum(b[n]*sin(n*x)+a[n]*cos(n*x),n,1,inf)+a_0 [score]; ans2: (9*integrate(x,x,-%pi,0))/(7*%pi) [score]; ans3: -((9*%pi)/14) [score]; ans4: (18*integrate(x*cos(n*x),x,-%pi,0))/(7*%pi) [score]; ans5: -((18*%pi*n*sin(%pi*n)+18*cos(%pi*n)-18)/(7*%pi*n^2)) [score]; ans6: (18*integrate(x*sin(n*x),x,-%pi,0))/(7*%pi) [score]; ans7: (18*sin(%pi*n)-18*%pi*n*cos(%pi*n))/(7*%pi*n^2) [score]; ans8: (6*sin(3*x))/7+(4*cos(3*x))/(7*%pi)-(9*sin(2*x))/7+(18*sin(x))/7+(36*cos(x))/(7*%pi)-(9*%pi)/14 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 1730263912; prt1: !,gaveup,$@NULL@$,2,1718952458,1718959277
Tutorial 13A - Fourier Series,13494,298658,4386,1,finished,1718956624,1721077140,0.00000,1,150284,5,dfexplicitvaildate,30.0000000,0.0000000,1.0000000,"\({\left[ \frac{1}{3} , 2 , \frac{\sin \left( \pi\,n \right)}{3\,\pi\,n} , -\frac{\cos \left( \pi\,n \right)-1}{3\,\pi\,n} , \frac{2\,\sin \left( \frac{3\,\pi\,t}{2} \right)}{9\,\pi}+\frac{2\,\sin \left( \frac{\pi\,t}{2} \right)}{3\,\pi}+\frac{1}{6} \right]}\)","Seed: 141621601; ans1: sum(b[n]*sin((%pi*n*t)/2)+a[n]*cos((%pi*n*t)/2),n,1,inf)+a_0 [score]; ans2: 1/6 [score]; ans3: 1/6 [score]; ans4: (integrate(cos((%pi*n*t)/2),t,0,2))/6 [score]; ans5: sin(%pi*n)/(3*%pi*n) [score]; ans6: (integrate(sin((%pi*n*t)/2),t,0,2))/6 [score]; ans7: -((cos(%pi*n)-1)/(3*%pi*n)) [score]; ans8: (2*sin((3*%pi*t)/2))/(9*%pi)+(2*sin((%pi*t)/2))/(3*%pi)+1/6 [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 141621601; prt1: !,gaveup,$@NULL@$,2,1718956624,1721077202
Tutorial 13A - Fourier Series,13494,298658,4386,1,finished,1718956624,1721077140,0.00000,2,150285,49,dfexplicitvaildate,35.0000000,0.0000000,1.0000000,"\({\left[ 2\,\cos \left( \frac{7\,\theta}{2} \right) , 0 , -\frac{48\,\sin \left( 3\,\theta \right)}{13\,\pi}-\frac{32\,\sin \left( 2\,\theta \right)}{33\,\pi}-\frac{16\,\sin \left( \theta \right)}{45\,\pi} \right]}\)","Seed: 1096961836; ans1: sum(b[n]*sin(n*theta)+a[n]*cos(n*theta),n,1,inf)+a_0 [score]; ans2: (integrate(cos((7*theta)/2),theta,0,2*%pi))/%pi [score]; ans3: 0 [score]; ans4: (2*integrate(cos((7*theta)/2)*cos(n*theta),theta,0,2*%pi))/%pi [score]; ans5: -((8*n*sin(2*%pi*n))/(4*%pi*n^2-49*%pi)) [score]; ans6: (2*integrate(cos((7*theta)/2)*sin(n*theta),theta,0,2*%pi))/%pi [score]; ans7: (8*n*cos(2*%pi*n)+8*n)/(4*%pi*n^2-49*%pi) [score]; ans8: -((48*sin(3*theta))/(13*%pi))-(32*sin(2*theta))/(33*%pi)-(16*sin(theta))/(45*%pi) [score]; prt1: # = 1 | prt1-5-T | prt1-6-T | prt1-1-T | prt1-7-T | prt1-2-T | prt1-8-T | prt1-3-T | prt1-4-T | prt1-9-T",Seed: 1096961836; prt1: !,gaveup,$@NULL@$,2,1718956624,1721077202
